Duration(s),Mode,Map,Kills,Deaths,Kills/Death,Assists,Headshots,Accuracy(%),Avg. Kill Dist.(m),Favorite Weapon,Favorite Rig,Favorite Trait,Win/Loss,Score
626,2,2,25,27,0.93,4,2,0.189,14.6,1,1,1,0,4
626,2,2,17,27,0.63,11,2,0.204,14.4,3,4,4,0,4
626,2,2,17,24,0.71,8,1,0.21,8.8,3,0,0,0,4
626,2,2,25,22,1.14,6,3,0.264,10.3,3,3,3,0,4
626,2,2,28,21,1.33,10,3,0.233,11.1,3,0,0,1,7
626,2,2,22,23,0.96,7,1,0.232,11.7,3,1,1,1,7
626,2,2,22,18,1.22,12,0,0.119,11.4,3,4,4,1,7
626,2,2,28,22,1.27,6,2,0.234,16.4,1,2,2,1,7
626,2,2,16,32,0.5,1,1,0.198,11.9,3,4,4,0,3
626,2,2,20,32,0.62,13,0,0.208,14.4,1,0,0,0,3
626,2,2,22,33,0.67,8,1,0.221,12.1,3,2,2,0,3
626,2,2,22,31,0.71,6,1,0.241,14.7,3,1,1,0,3
626,2,2,34,19,1.79,9,0,0.283,15.2,3,4,4,1,15
626,2,2,33,18,1.83,8,2,0.247,17.5,1,1,1,1,15
626,2,2,22,25,0.88,18,0,0.193,14.2,3,0,0,1,15
626,2,2,39,18,2.17,14,0,0.253,11.8,3,2,2,1,15
643,0,0,15,28,0.54,8,3,0.187,17,0,1,1,0,213
643,0,0,18,20,0.9,14,1,0.2,20.1,0,0,0,0,213
643,0,0,22,25,0.88,3,3,0.2,14.3,1,3,3,0,213
643,0,0,12,24,0.5,6,0,0.179,14.9,1,2,2,0,213
643,0,0,26,12,2.17,7,2,0.194,17.2,1,3,3,1,250
643,0,0,22,17,1.29,6,1,0.174,11.1,1,1,1,1,250
643,0,0,26,18,1.44,14,1,0.285,18.8,0,0,0,1,250
643,0,0,23,20,1.15,9,2,0.184,19,0,2,2,1,250
579,0,0,22,20,1.1,6,2,0.255,23.4,0,0,0,1,250
579,0,0,17,17,1,13,0,0.171,14.7,1,2,2,1,250
579,0,0,16,20,0.8,7,0,0.138,17.2,1,3,3,1,250
579,0,0,26,18,1.44,5,1,0.218,13.4,1,1,1,1,250
579,0,0,18,23,0.78,6,1,0.224,14,1,3,3,0,194
579,0,0,14,19,0.74,5,1,0.2,20.8,0,2,2,0,194
579,0,0,22,22,1,6,1,0.324,22.3,0,1,1,0,194
579,0,0,21,17,1.24,7,0,0.283,19.4,0,0,0,0,194
571,1,5,2,3,0.67,3,0,0.098,13.8,1,1,1,1,6
571,1,5,8,4,2,1,0,0.256,17.9,0,0,0,1,6
571,1,5,13,3,4.33,1,0,0.274,20.1,3,3,3,1,6
571,1,5,7,5,1.4,2,0,0.232,12.2,1,2,2,1,6
571,1,5,7,6,1.17,1,0,0.211,15.5,3,3,3,0,2
571,1,5,4,8,0.5,2,1,0.262,10,3,1,1,0,2
571,1,5,1,8,0.12,3,0,0.175,30.8,0,0,0,0,2
571,1,5,3,8,0.38,1,0,0.213,6.9,3,2,2,0,2
638,1,5,5,7,0.71,1,0,0.164,11.6,3,0,0,0,4
638,1,5,5,7,0.71,4,0,0.142,26.1,0,4,4,0,4
638,1,5,7,8,0.88,3,1,0.258,11,3,3,3,0,4
638,1,5,5,8,0.62,3,0,0.201,9.4,3,1,1,0,4
638,1,5,8,6,1.33,4,0,0.228,10.5,3,3,3,1,6
638,1,5,5,5,1,0,2,0.148,17.4,1,2,2,1,6
638,1,5,8,5,1.6,3,0,0.264,18.2,0,1,1,1,6
638,1,5,7,6,1.17,3,0,0.261,14.6,0,0,0,1,6
625,2,2,17,27,0.63,11,0,0.196,13.7,3,1,1,0,7
625,2,2,31,23,1.35,5,2,0.243,13,1,0,0,0,7
625,2,2,25,25,1,7,2,0.254,11.9,3,4,4,0,7
625,2,2,25,25,1,10,3,0.242,11.8,3,2,2,0,7
